5015552	bgi_CRC003
9067904	bgi_CRC004
5584384	bgi_CRC005
7581696	bgi_CRC006
4435968	bgi_CRC010
6024064	bgi_CRC018
10558592	bgi_CRC019
5281536	bgi_CRC020
6523648	bgi_CRC021
7669760	bgi_CRC022
5029632	bgi_CRC023
5586176	bgi_CRC025
4797952	bgi_MB04-B10
7288320	bgi_MB06-H2
7251712	bgi_MB07-A5
4884352	bgi_MB11-B1
1436416	bgi_MB14-G7
5771904	bgi_MB15-H4
5265664	bgi_MB16-D11
5547776	bgi_MB20-E6
6268032	bgi_MB22-E10
7818880	bgi_MB24-C10
10389248	bgi_MB24-F10
3437824	bgi_MB26-H4
6236160	bgi_MB-FIT006
7097216	bgi_MB-FIT008
6432128	bgi_MB-FIT022
4329088	bgi_V00H9L
6592256	bgi_V010T4
5826176	bgi_V03HFT
3415168	bgi_V03ZU2
11623168	bgi_V0404P
4633856	bgi_V045JG
10321664	bgi_V04J9U
4718848	bgi_V04PTT
5616896	bgi_V04YHL
3506944	bgi_V05N83
7777408	bgi_V05U4U
4826496	bgi_V06KB2
4482560	bgi_V06KFU
5374720	bgi_V06SEH
4461056	bgi_V0874O
4873344	bgi_V08XFS
1933440	bgi_V09EVV
6623744	bgi_V0AID4
6678784	bgi_V0AMNJ
8682880	bgi_V0APMK
7232384	bgi_V0BI0R
8648064	bgi_V0BVU1
4094592	bgi_V0CQP6
5287168	bgi_V0D5WV
6212608	bgi_V0DKRO
3071360	bgi_V0ETQ8
7163392	bgi_V0F9CA
6707584	bgi_V0IQLM
6184960	bgi_V0IY5L
3584000	bgi_V0L3ZF
9996032	bgi_V0L9VT
7804928	bgi_V0LIS3
11333248	bgi_V0LQ4N
7198464	bgi_V0N1JE
11078272	bgi_V0O0SI
4687616	bgi_V0O2SL
5484416	bgi_V0OK4P
5387776	bgi_V0OQ7E
5325696	bgi_V0RG9C
4190336	bgi_V0RM90
3918080	bgi_V0SB8J
6502400	bgi_V0SVA4
6307456	bgi_V0VB50
12271872	bgi_V0W7HW
5201792	bgi_V0WV71
6270336	bgi_V0X1YJ
2716672	bgi_V0X3ZZ
6755584	bgi_V0XUBQ
3312256	bgi_V0YSOI
4906496	bgi_V0ZBIG
3741440	bgi_V0ZWZC
8404096	bgi_V10GYU
4584832	bgi_V10WZV
2962688	bgi_V110EY
3874944	bgi_V110PY
6472960	bgi_V11J4E
7917824	bgi_V124P8
4625024	bgi_V137O7
2250496	bgi_V13BQC
6161280	bgi_V14WFH
7106816	bgi_V16IAN
6259584	bgi_V16X45
2068352	bgi_V18BEQ
3127296	bgi_V19CVF
5901184	bgi_V1B2IT
7065472	bgi_V1BPF7
8901248	bgi_V1C5D9
4797312	bgi_V1CI71
4975744	bgi_V1DVG1
7546624	bgi_V1EHS4
5339648	bgi_V1EITB
4308480	bgi_V1F5KO
6063232	bgi_V1FI7F
7070592	bgi_V1FYCG
5228928	bgi_V1H58G
7439104	bgi_V1HQZB
6600320	bgi_V1JCFD
6630016	bgi_V1M14M
4614272	bgi_V1NN6P
5385472	bgi_V1OELW
5436288	bgi_V1PK1B
6350336	bgi_V1QE01
6144640	bgi_V1SUTZ
10643200	bgi_V1T1XL
5333504	bgi_V1TT57
3534080	bgi_V1UZD7
8180224	bgi_V1WQ4B
11079424	bgi_V1WZON
5806080	bgi_V1Y06F
8458752	bgi_V1Y210
3267200	bgi_V1YEIC
1972096	bgi_V1ZCZ8
7168000	bgi_V20PN5
5791104	bgi_V2144Z
4137984	bgi_V218Q5
5047808	bgi_V228GG
6509440	bgi_V22M5I
5502592	bgi_V22OST
4628096	bgi_V23DES
1283456	bgi_V23FFG
4932992	bgi_V23IHW
5921280	bgi_V23PXU
5097600	bgi_V247S0
9599872	bgi_V25RI2
5702016	bgi_V25ZP5
6678912	bgi_V26SW4
10860160	bgi_V27TGZ
7053952	bgi_V2906Q
8462592	bgi_V2930P
5425024	bgi_V296TD
5961984	bgi_V2A14B
9235584	bgi_V2ACZT
5590272	bgi_V2BQZS
5050752	bgi_V2CRYT
9911424	bgi_V2D5Y7
4541056	bgi_V2E7YL
6716800	bgi_V2EKJ0
3739392	bgi_V2GRUA
1613952	bgi_V2HZEE
5235328	bgi_V2IK6G
7201024	bgi_V2J7I2
2628736	bgi_V2K00U
6676096	bgi_V2KKNM
2126080	bgi_V2L5KC
2685952	bgi_V2MEDT
4918016	bgi_V2MRMT
5558016	bgi_V2NES5
11527936	bgi_V2NNDS
6898816	bgi_V2O859
8029568	bgi_V2O8PG
5219584	bgi_V2PGYS
4279040	bgi_V2PIKN
4581504	bgi_V2PPRV
1780608	bgi_V2T5HV
4518400	bgi_V2TGVB
6934272	bgi_V2TSIZ
5408384	bgi_V2TT8Z
7595136	bgi_V2UG26
4711168	bgi_V2V54E
6438144	bgi_V2VJWP
4236288	bgi_V2VUHI
1942912	bgi_V2WT3L
6439424	bgi_V2WUG8
10046208	bgi_V2WX6R
1898752	bgi_V2Y9TX
7716352	bgi_V2ZAEY
4424704	bgi_V2ZR8J
5748480	bgi_V2ZRYJ
7456768	bgi_V31FC7
11456768	bgi_V3276M
4257536	bgi_V32DY7
11175808	bgi_V32MIP
6457216	bgi_V33DNK
7103616	bgi_V349J9
4983808	bgi_V35L2C
5075328	bgi_V35QEW
4935936	bgi_V35YLP
4790784	bgi_V36UY6
8901632	bgi_V36VGE
5409920	bgi_V3844L
2478336	bgi_V388BR
4142080	bgi_V38FGV
6584576	bgi_V38PS1
2952064	bgi_V38TA2
4053248	bgi_V39XFJ
5668224	bgi_V3B6EO
9654400	bgi_V3B9IM
3986688	bgi_V3DSSB
8377600	bgi_V3EQF3
4580864	bgi_V3GX6P
11936256	bgi_V3H8VH
8682368	bgi_V3HFCP
5262208	bgi_V3HR5H
7096576	bgi_V3I3CS
7883520	bgi_V3I3JQ
9435648	bgi_V3IB73
6761472	bgi_V3K654
7598848	bgi_V3KBMR
6156288	bgi_V3LK6T
3347072	bgi_V3M9D5
10137472	bgi_V3MK5S
7725440	bgi_V3MKJX
4449408	bgi_V3MZNT
6193792	bgi_V3NRFY
2689664	bgi_V3OM5L
2474240	bgi_V3PRGW
5549952	bgi_V3QRHD
5961984	bgi_V3QWML
5389952	bgi_V3R0O9
4894848	bgi_V3RGCA
6406784	bgi_V3SIEJ
8192768	bgi_V3TLP0
5133824	bgi_V3U9VV
6903296	bgi_V3V4R5
5769856	bgi_V3V8M0
10088448	bgi_V3VRBX
3994624	bgi_V3VRTM
6588672	bgi_V3W65A
1835776	bgi_V3WJXK
4769408	bgi_V3WVLS
2318464	bgi_V3XFBU
4314112	bgi_V3ZZZH
9793664	bgi_V403E2
11096576	bgi_V40FOF
11564800	bgi_V412BS
4413952	bgi_V41WWG
7456000	bgi_V422N7
5264384	bgi_V42X50
4804480	bgi_V4388S
5127808	bgi_V43FMX
7667328	bgi_V43NBV
3748992	bgi_V44HJG
7907072	bgi_V44S08
2545536	bgi_V45C0T
4343040	bgi_V45N04
5654016	bgi_V46GGV
11100544	bgi_V46NG6
1856768	bgi_V47DHC
6536832	bgi_V47GD0
6379136	bgi_V4824I
4535040	bgi_V49CSW
6364800	bgi_V4AA4Y
8578688	bgi_V4ALXV
4729600	bgi_V4BDZE
6386688	bgi_V4BF1X
7288448	bgi_V4CLBM
5326848	bgi_V4CXS7
4894208	bgi_V4EHO7
5241472	bgi_V4EROO
6508032	bgi_V4HFBS
6198272	bgi_V4HMN4
8371840	bgi_V4HQPV
3059200	bgi_V4IZR2
5243264	bgi_V4IZWO
4553088	bgi_V4J3DG
6438144	bgi_V4JH2B
6585728	bgi_V4K1M4
2059776	bgi_V4KB4U
3993216	bgi_V4KZ09
11558400	bgi_V4L9I1
7752448	bgi_V4LPYS
6288640	bgi_V4LXO6
5327232	bgi_V4NQIN
5709952	bgi_V4NR6R
5726464	bgi_V4O7YS
9916160	bgi_V4OF9T
11254400	bgi_V4OKLR
6007296	bgi_V4OU5B
3458176	bgi_V4OUOI
7073024	bgi_V4PAWM
6316544	bgi_V4R2BO
5719040	bgi_V4RE1W
2417152	bgi_V4S8AO
2765184	bgi_V4SFLT
4505600	bgi_V4SYGX
5452416	bgi_V4T8FP
4052992	bgi_V4T9C9
1530624	bgi_V4TQU7
6051712	bgi_V4U4F1
5918336	bgi_V4UO31
4529024	bgi_V4UTSV
2194944	bgi_V4V8L2
7044224	bgi_V4VMJ8
5126272	bgi_V4X3XF
4004608	bgi_V4Y7HA
6282880	bgi_V4Y8TL
6395904	bgi_V4Z0XV
6002816	bgi_V4Z3GI
5359232	bgi_V4ZIYY
5433856	bgi_V502CT
5425408	bgi_V51DMC
8074240	bgi_V51GBD
5624320	bgi_V51OWV
6328192	bgi_V528AK
4923520	bgi_V538VT
8814848	bgi_V53FDC
6071936	bgi_V53IWZ
5072000	bgi_V53X58
9789696	bgi_V549I8
3336064	bgi_V54HHN
10316288	bgi_V55KOT
7478528	bgi_V56X8J
6410496	bgi_V57SFJ
4550528	bgi_V58H3M
10475520	bgi_V5A626
3538560	bgi_V5CSNP
5110016	bgi_V5F8BY
7664384	bgi_V5F9JY
5387136	bgi_V5FT1E
9183360	bgi_V5G37R
5671040	bgi_V5GQ5O
5909248	bgi_V5HE1I
5275264	bgi_V5IE2U
4607360	bgi_V5IPFI
4081920	bgi_V5IRLB
4040192	bgi_V5K18Z
6487936	bgi_V5KQYE
4468992	bgi_V5LLKT
7041920	bgi_V5M6T7
3524224	bgi_V5MLEE
5597952	bgi_V5NIUH
6306304	bgi_V5PHPV
5696128	bgi_V5PYEC
8823168	bgi_V5QHW0
3945472	bgi_V5QIRQ
2650240	bgi_V5QR5X
4326016	bgi_V5RCKV
5460096	bgi_V5RFHW
4988928	bgi_V5RT3Y
1661952	bgi_V5S53T
5463424	bgi_V5SBKS
2672896	bgi_V5TGN9
4389632	bgi_V5ULXX
4284160	bgi_V5V7M1
5399552	bgi_V5VXYK
1765760	bgi_V5XWC4
4848512	bgi_V5Y6CN
4710656	bgi_V5YC9E
7730432	bgi_V5ZSBB
8556928	bgi_V601ZE
4528768	bgi_V60A10
10988544	bgi_V60HX3
11084800	bgi_V61GT1
12446336	bgi_V61VLS
5423616	bgi_V6255X
9075072	bgi_V62CWJ
11939456	bgi_V62ZVR
5543552	bgi_V63613
7873664	bgi_V63O1J
4623744	bgi_V63S5Q
5800192	bgi_V643W3
6255616	bgi_V64BY5
6242304	bgi_V667ET
5601536	bgi_V66RV6
3404032	bgi_V66SVJ
6058112	bgi_V67E83
5133568	bgi_V67RSJ
4414208	bgi_V680SY
12260224	bgi_V68KXR
5823232	bgi_V69MNU
5273472	bgi_V6A7TA
6350080	bgi_V6B09P
6099840	bgi_V6DKWB
7857152	bgi_V6DO26
7022592	bgi_V6DPVZ
6006016	bgi_V6ERPW
3269376	bgi_V6FAO7
6256896	bgi_V6G6IG
4519424	bgi_V6H0MM
